OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045890195,16930,20
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045890745,17475,21
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045891663,18388,22
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045893948,20677,23
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045895032,21759,24
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045895616,22349,25
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045896433,23168,26
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045900620,27345,25
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045901554,28289,24
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045903472,30207,23
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045903656,30381,24
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045904306,31033,25
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045907758,34491,26
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045909309,36039,27
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045911544,38274,28
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045912846,39577,29
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045914547,41274,30
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045914680,41416,31
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045916632,43359,32
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045917866,44602,33
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045918584,45313,34
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045919034,45761,35
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045921502,48235,34
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045922570,49299,35
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045922586,49316,36
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045925756,52483,37
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045926273,53003,38
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045926940,53671,39
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045928174,54903,40
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045928441,55177,41
1_superhot.mp4 - 60.05,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045929325,56057,42
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045931127,57861,43
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045931344,58071,44
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045931443,58177,45
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045931811,58537,46
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045932311,59039,47
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045932461,59187,48
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045932695,59426,49
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045932878,59611,50
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045933012,59743,51
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045933229,59964,52
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045933479,60207,53
1_superhot.mp4 - 60.29,378D92D9-B835-C23B-4586-0F98F0D99B79_25,89DA2498-EB31-04AF-2921-AEA70D626881,4F68A5C6-B904-07F4-B53C-3C795D6D3984,1679045933713,60290,0
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045937231,0,0
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045938299,1015,1
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045939133,1849,2
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045939734,2450,3
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045940518,3233,4
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045942753,5468,5
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045943003,5719,6
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045943303,6019,7
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045943403,6119,8
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045943637,6353,9
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045943753,6469,10
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045944004,6720,11
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045946055,8771,12
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045946439,9155,13
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045948424,11140,12
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045949525,12241,11
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045950993,13708,10
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045951693,14409,11
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045952310,15026,12
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045953495,16210,11
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045955113,17828,10
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045955963,18679,11
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045956297,19013,12
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045956831,19546,13
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045956930,19646,14
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045957097,19813,15
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045957164,19880,16
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045957515,20230,17
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045957631,20347,18
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045958148,20864,19
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045958215,20930,20
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045958382,21097,21
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045959416,22132,22
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045959483,22198,23
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045959566,22282,24
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045962468,25184,23
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045963002,25718,22
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045963253,25968,23
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045963369,26085,24
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045963536,26252,25
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045963619,26335,26
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045963736,26452,27
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045965722,28437,28
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045967223,29938,29
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045968040,30755,30
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045968106,30822,31
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045969341,32056,32
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045971443,34158,33
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045973695,36410,34
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045973945,36660,35
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045974028,36743,36
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045974078,36793,37
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045974779,37494,38
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045976647,39362,39
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045977064,39779,40
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045978031,40747,41
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045978064,40780,42
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045978365,41080,43
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045978481,41197,44
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045983052,45767,45
1_heretic.mp4 - 60.056,378D92D9-B835-C23B-4586-0F98F0D99B79_14,89DA2498-EB31-04AF-2921-AEA70D626881,781EDB30-CE91-C2ED-2BBE-7D874EF44535,1679045983419,46134,46
